Date,FEIcm1,FEIcm2,FEIcm3,FEIcm4,FEIcm5,FEIcm6,FEIcm7,FEIcm8,FEIcm9,FEIcm10,FEIcm11,FEIcm12,FEIcm13,FEIcm14,FEIcm15,FEIcm16,FEIcm17,FEIcm18,FEIcm19,FEIcm20
2015-09-17,100.035,100.035,100.03,100.015,99.985,99.95,99.905,99.855,99.8,99.735,99.66,99.58,99.495,99.41,99.32,99.23,99.14,99.055,98.97,98.89
2015-09-18,100.035,100.04,100.04,100.03,100.01,99.98,99.945,99.9,99.85,99.79,99.72,99.645,99.565,99.485,99.405,99.32,99.235,99.155,99.07,98.99
2015-09-21,100.04,100.045,100.045,100.035,100.015,99.985,99.945,99.9,99.85,99.785,99.715,99.635,99.555,99.47,99.385,99.3,99.215,99.135,99.05,98.97
2015-09-22,100.055,100.065,100.07,100.065,100.05,100.025,99.99,99.95,99.9,99.84,99.77,99.695,99.62,99.545,99.465,99.385,99.305,99.23,99.15,99.07
2015-09-23,100.05,100.055,100.06,100.055,100.04,100.015,99.98,99.935,99.885,99.825,99.755,99.675,99.595,99.52,99.44,99.36,99.275,99.195,99.115,99.035
2015-09-24,100.05,100.055,100.06,100.055,100.035,100.01,99.975,99.935,99.885,99.825,99.76,99.685,99.61,99.535,99.46,99.38,99.3,99.225,99.145,99.065
2015-09-25,100.045,100.05,100.05,100.04,100.02,99.99,99.955,99.915,99.865,99.805,99.735,99.66,99.585,99.51,99.43,99.35,99.265,99.185,99.105,99.025
2015-09-28,100.05,100.055,100.06,100.05,100.03,100.005,99.97,99.93,99.88,99.82,99.755,99.68,99.605,99.53,99.455,99.38,99.3,99.225,99.15,99.075
2015-09-29,100.055,100.06,100.065,100.06,100.04,100.015,99.98,99.94,99.89,99.83,99.76,99.685,99.605,99.53,99.455,99.38,99.3,99.225,99.15,99.075
2015-09-30,100.05,100.06,100.065,100.06,100.045,100.02,99.985,99.945,99.895,99.835,99.765,99.69,99.61,99.535,99.46,99.385,99.31,99.235,99.16,99.085
2015-10-01,100.055,100.065,100.075,100.07,100.055,100.035,100.005,99.965,99.915,99.855,99.79,99.72,99.645,99.575,99.5,99.425,99.35,99.275,99.195,99.115
2015-10-02,100.065,100.075,100.085,100.08,100.065,100.045,100.015,99.98,99.935,99.88,99.815,99.74,99.665,99.595,99.525,99.455,99.38,99.305,99.23,99.155
2015-10-05,100.06,100.07,100.075,100.07,100.055,100.035,100.005,99.965,99.92,99.86,99.795,99.72,99.64,99.565,99.49,99.415,99.335,99.26,99.18,99.1
2015-10-06,100.06,100.065,100.065,100.06,100.045,100.02,99.99,99.95,99.9,99.84,99.775,99.7,99.62,99.54,99.46,99.38,99.3,99.225,99.145,99.065
2015-10-07,100.06,100.06,100.06,100.05,100.035,100.01,99.975,99.935,99.885,99.825,99.76,99.685,99.605,99.53,99.45,99.37,99.29,99.215,99.135,99.055
2015-10-08,100.055,100.06,100.06,100.055,100.04,100.015,99.985,99.945,99.895,99.84,99.775,99.7,99.62,99.54,99.46,99.38,99.3,99.225,99.145,99.065
2015-10-09,100.055,100.06,100.06,100.05,100.035,100.01,99.975,99.935,99.885,99.825,99.76,99.685,99.605,99.525,99.445,99.365,99.285,99.21,99.13,99.05
2015-10-12,100.055,100.06,100.06,100.055,100.04,100.015,99.985,99.945,99.9,99.845,99.78,99.71,99.635,99.56,99.485,99.41,99.33,99.255,99.175,99.095
2015-10-13,100.06,100.065,100.07,100.06,100.045,100.02,99.985,99.945,99.895,99.84,99.775,99.705,99.63,99.55,99.47,99.395,99.315,99.24,99.16,99.08
2015-10-14,100.06,100.07,100.075,100.07,100.055,100.035,100.005,99.97,99.925,99.87,99.81,99.74,99.67,99.6,99.525,99.45,99.375,99.3,99.22,99.14
2015-10-15,100.07,100.075,100.08,100.075,100.06,100.035,100.0,99.96,99.915,99.86,99.8,99.73,99.655,99.58,99.505,99.43,99.35,99.275,99.195,99.115
2015-10-16,100.075,100.085,100.09,100.085,100.07,100.045,100.015,99.975,99.93,99.875,99.81,99.735,99.66,99.585,99.51,99.43,99.35,99.27,99.19,99.11
2015-10-19,100.075,100.085,100.09,100.085,100.075,100.055,100.025,99.985,99.935,99.88,99.815,99.74,99.665,99.585,99.505,99.425,99.345,99.265,99.185,99.105
2015-10-20,100.065,100.07,100.075,100.07,100.055,100.03,99.995,99.955,99.905,99.845,99.775,99.7,99.62,99.54,99.455,99.37,99.285,99.205,99.125,99.045
2015-10-21,100.07,100.075,100.08,100.075,100.06,100.035,100.005,99.97,99.925,99.87,99.81,99.74,99.665,99.585,99.505,99.425,99.345,99.265,99.185,99.105
2015-10-22,100.105,100.125,100.135,100.135,100.12,100.095,100.065,100.025,99.975,99.92,99.855,99.78,99.705,99.625,99.545,99.47,99.39,99.31,99.23,99.15
2015-10-23,100.11,100.135,100.15,100.15,100.135,100.11,100.075,100.035,99.985,99.925,99.86,99.785,99.71,99.63,99.55,99.47,99.39,99.31,99.23,99.15
2015-10-26,100.11,100.14,100.16,100.16,100.15,100.13,100.1,100.06,100.01,99.955,99.89,99.815,99.735,99.66,99.58,99.5,99.42,99.34,99.26,99.18
2015-10-27,100.12,100.15,100.17,100.175,100.17,100.15,100.12,100.085,100.04,99.985,99.92,99.85,99.775,99.7,99.625,99.545,99.465,99.39,99.31,99.235
2015-10-28,100.12,100.16,100.18,100.185,100.175,100.155,100.125,100.09,100.045,99.995,99.935,99.865,99.785,99.71,99.63,99.55,99.47,99.395,99.315,99.24
2015-10-29,100.115,100.14,100.155,100.15,100.14,100.115,100.085,100.045,99.995,99.94,99.875,99.8,99.72,99.635,99.55,99.465,99.38,99.3,99.22,99.14
2015-10-30,100.11,100.135,100.15,100.15,100.135,100.11,100.08,100.04,99.99,99.93,99.865,99.79,99.71,99.63,99.545,99.46,99.38,99.3,99.22,99.14
2015-11-02,100.11,100.135,100.15,100.145,100.13,100.1,100.065,100.025,99.975,99.915,99.845,99.77,99.69,99.605,99.52,99.435,99.35,99.27,99.19,99.11
2015-11-03,100.11,100.145,100.16,100.16,100.145,100.115,100.08,100.04,99.99,99.93,99.865,99.79,99.705,99.62,99.53,99.445,99.36,99.28,99.2,99.12
2015-11-04,100.11,100.14,100.16,100.155,100.14,100.115,100.08,100.04,99.99,99.935,99.865,99.79,99.705,99.62,99.53,99.44,99.35,99.265,99.18,99.095
2015-11-05,100.115,100.15,100.17,100.165,100.15,100.12,100.085,100.045,100.0,99.945,99.88,99.805,99.72,99.635,99.545,99.46,99.375,99.295,99.21,99.13
2015-11-06,100.1,100.13,100.145,100.14,100.125,100.095,100.06,100.015,99.965,99.905,99.835,99.755,99.67,99.58,99.485,99.395,99.305,99.22,99.135,99.05
2015-11-09,100.12,100.15,100.17,100.175,100.16,100.135,100.1,100.055,100.005,99.945,99.875,99.795,99.71,99.62,99.525,99.435,99.345,99.255,99.165,99.07
2015-11-10,100.125,100.17,100.195,100.2,100.19,100.17,100.135,100.09,100.04,99.98,99.91,99.83,99.745,99.655,99.56,99.47,99.375,99.285,99.195,99.1
2015-11-11,100.14,100.18,100.205,100.205,100.195,100.175,100.14,100.095,100.045,99.985,99.915,99.835,99.75,99.66,99.57,99.48,99.39,99.3,99.21,99.12
2015-11-12,100.145,100.185,100.205,100.205,100.195,100.175,100.14,100.095,100.045,99.985,99.915,99.835,99.745,99.655,99.565,99.475,99.385,99.295,99.205,99.115
2015-11-13,100.145,100.185,100.205,100.21,100.2,100.18,100.145,100.105,100.055,99.995,99.925,99.845,99.76,99.675,99.585,99.5,99.41,99.325,99.24,99.15
2015-11-16,100.145,100.18,100.205,100.21,100.2,100.18,100.15,100.11,100.06,100.0,99.935,99.855,99.77,99.685,99.595,99.51,99.42,99.335,99.25,99.16
2015-11-17,100.155,100.185,100.21,100.225,100.225,100.205,100.175,100.135,100.085,100.025,99.955,99.875,99.79,99.7,99.61,99.525,99.435,99.35,99.265,99.175
2015-11-18,100.155,100.18,100.205,100.22,100.22,100.205,100.175,100.135,100.09,100.03,99.96,99.88,99.795,99.71,99.62,99.535,99.45,99.365,99.28,99.195
2015-11-19,100.15,100.185,100.21,100.22,100.215,100.2,100.175,100.14,100.095,100.04,99.975,99.9,99.82,99.735,99.65,99.57,99.485,99.405,99.32,99.235
2015-11-20,100.165,100.205,100.23,100.245,100.25,100.24,100.215,100.18,100.135,100.08,100.01,99.935,99.85,99.765,99.68,99.595,99.51,99.43,99.345,99.26
2015-11-23,100.18,100.21,100.235,100.255,100.26,100.25,100.225,100.19,100.145,100.09,100.02,99.935,99.845,99.755,99.66,99.57,99.475,99.39,99.305,99.22
2015-11-24,100.17,100.195,100.215,100.235,100.24,100.23,100.21,100.175,100.13,100.075,100.01,99.93,99.845,99.755,99.665,99.58,99.49,99.41,99.325,99.24
2015-11-25,100.19,100.23,100.245,100.255,100.255,100.24,100.215,100.18,100.14,100.085,100.02,99.94,99.855,99.77,99.68,99.595,99.51,99.43,99.35,99.27
2015-11-26,100.185,100.23,100.245,100.255,100.255,100.245,100.22,100.185,100.145,100.09,100.025,99.95,99.865,99.78,99.69,99.605,99.515,99.435,99.355,99.275
2015-11-27,100.195,100.24,100.255,100.265,100.265,100.25,100.23,100.2,100.16,100.105,100.04,99.965,99.88,99.795,99.705,99.615,99.525,99.44,99.355,99.275
2015-11-30,100.185,100.23,100.25,100.26,100.26,100.245,100.22,100.185,100.14,100.085,100.02,99.94,99.85,99.76,99.675,99.59,99.505,99.425,99.34,99.26
2015-12-01,100.19,100.245,100.27,100.28,100.28,100.27,100.245,100.215,100.17,100.115,100.05,99.97,99.88,99.795,99.71,99.63,99.55,99.47,99.39,99.305
2015-12-02,100.185,100.245,100.27,100.285,100.285,100.275,100.26,100.23,100.19,100.135,100.065,99.985,99.895,99.805,99.72,99.635,99.555,99.475,99.395,99.31
2015-12-03,100.11,100.125,100.13,100.13,100.125,100.115,100.09,100.065,100.025,99.975,99.91,99.835,99.75,99.665,99.58,99.495,99.41,99.325,99.24,99.155
2015-12-04,100.11,100.13,100.14,100.145,100.14,100.125,100.095,100.055,100.01,99.95,99.87,99.79,99.695,99.605,99.515,99.425,99.335,99.245,99.155,99.065
2015-12-07,100.12,100.15,100.165,100.17,100.17,100.155,100.13,100.095,100.055,99.995,99.925,99.85,99.76,99.675,99.59,99.51,99.43,99.355,99.275,99.195
2015-12-08,100.125,100.16,100.175,100.18,100.175,100.155,100.13,100.095,100.05,99.995,99.93,99.85,99.765,99.685,99.605,99.53,99.45,99.375,99.295,99.215
2015-12-09,100.12,100.15,100.165,100.175,100.17,100.155,100.13,100.1,100.055,99.995,99.93,99.85,99.765,99.685,99.6,99.52,99.435,99.355,99.28,99.2
2015-12-10,100.125,100.155,100.17,100.18,100.18,100.17,100.145,100.11,100.07,100.015,99.95,99.875,99.79,99.705,99.62,99.54,99.455,99.37,99.29,99.205
2015-12-11,100.125,100.16,100.175,100.19,100.195,100.185,100.165,100.135,100.095,100.04,99.975,99.9,99.815,99.73,99.645,99.565,99.48,99.4,99.32,99.24
2015-12-14,100.129,100.16,100.18,100.19,100.19,100.18,100.155,100.125,100.08,100.025,99.955,99.875,99.785,99.7,99.61,99.525,99.435,99.35,99.265,99.18
2015-12-15,100.165,100.18,100.185,100.18,100.16,100.13,100.09,100.04,99.975,99.895,99.81,99.715,99.625,99.53,99.435,99.34,99.25,99.16,99.075,98.99
2015-12-16,100.16,100.18,100.185,100.175,100.155,100.125,100.08,100.025,99.96,99.88,99.79,99.69,99.595,99.5,99.405,99.31,99.225,99.14,99.055,98.975
2015-12-17,100.165,100.185,100.195,100.19,100.175,100.145,100.1,100.05,99.985,99.91,99.825,99.735,99.645,99.555,99.47,99.38,99.295,99.215,99.13,99.05
2015-12-18,100.165,100.19,100.2,100.195,100.18,100.15,100.11,100.065,100.005,99.93,99.85,99.76,99.675,99.595,99.51,99.425,99.345,99.265,99.18,99.1
2015-12-21,100.155,100.185,100.195,100.19,100.17,100.14,100.1,100.05,99.99,99.915,99.835,99.745,99.66,99.575,99.495,99.41,99.33,99.255,99.175,99.095
2015-12-22,100.155,100.175,100.18,100.17,100.15,100.115,100.07,100.015,99.95,99.875,99.79,99.7,99.61,99.525,99.44,99.355,99.275,99.195,99.11,99.03
2015-12-23,100.155,100.175,100.18,100.17,100.145,100.105,100.06,100.0,99.93,99.85,99.765,99.67,99.58,99.49,99.405,99.315,99.23,99.15,99.07,98.99
2015-12-24,100.16,100.175,100.18,100.17,100.145,100.105,100.05,99.99,99.915,99.835,99.745,99.65,99.56,99.47,99.38,99.29,99.21,99.13,99.05,98.97
2015-12-28,100.165,100.18,100.185,100.175,100.15,100.115,100.07,100.015,99.95,99.875,99.795,99.71,99.625,99.54,99.46,99.375,99.3,99.225,99.145,99.065
2015-12-29,100.17,100.185,100.185,100.175,100.15,100.11,100.055,99.995,99.925,99.845,99.76,99.67,99.58,99.49,99.405,99.315,99.235,99.16,99.085,99.01
2015-12-30,100.165,100.185,100.19,100.18,100.155,100.115,100.065,100.005,99.935,99.855,99.77,99.68,99.59,99.505,99.42,99.33,99.25,99.17,99.095,99.015
2015-12-31,100.165,100.18,100.185,100.175,100.155,100.115,100.065,100.005,99.935,99.855,99.77,99.68,99.595,99.51,99.425,99.34,99.26,99.18,99.1,99.02
2016-01-04,100.17,100.19,100.2,100.195,100.175,100.14,100.095,100.04,99.975,99.895,99.81,99.725,99.64,99.56,99.48,99.395,99.32,99.245,99.17,99.09
2016-01-05,100.18,100.205,100.215,100.215,100.2,100.17,100.13,100.075,100.01,99.935,99.85,99.765,99.68,99.595,99.51,99.425,99.345,99.265,99.19,99.11
2016-01-06,100.185,100.215,100.23,100.23,100.22,100.19,100.15,100.1,100.035,99.965,99.885,99.8,99.72,99.64,99.56,99.48,99.4,99.32,99.245,99.165
2016-01-07,100.19,100.215,100.225,100.225,100.21,100.18,100.14,100.085,100.02,99.95,99.87,99.785,99.7,99.615,99.53,99.44,99.35,99.265,99.18,99.1
2016-01-08,100.19,100.22,100.235,100.235,100.22,100.19,100.15,100.1,100.035,99.965,99.89,99.805,99.72,99.64,99.555,99.47,99.385,99.305,99.225,99.145
2016-01-11,100.19,100.22,100.235,100.235,100.22,100.19,100.15,100.1,100.04,99.975,99.895,99.81,99.73,99.645,99.56,99.47,99.385,99.295,99.21,99.125
2016-01-12,100.19,100.22,100.235,100.235,100.22,100.195,100.155,100.105,100.045,99.975,99.9,99.815,99.73,99.645,99.555,99.465,99.375,99.29,99.205,99.12
2016-01-13,100.185,100.215,100.23,100.235,100.225,100.2,100.16,100.115,100.055,99.99,99.915,99.83,99.745,99.66,99.575,99.485,99.4,99.315,99.235,99.155
2016-01-14,100.175,100.21,100.23,100.235,100.225,100.205,100.165,100.12,100.065,99.995,99.92,99.835,99.75,99.665,99.58,99.49,99.405,99.32,99.24,99.16
2016-01-15,100.185,100.215,100.235,100.24,100.23,100.21,100.18,100.14,100.085,100.025,99.95,99.87,99.785,99.705,99.62,99.53,99.445,99.36,99.275,99.195
2016-01-18,100.185,100.22,100.24,100.24,100.23,100.21,100.175,100.135,100.08,100.02,99.95,99.87,99.785,99.7,99.615,99.525,99.435,99.35,99.265,99.185
2016-01-19,100.18,100.215,100.235,100.24,100.23,100.21,100.18,100.14,100.085,100.025,99.955,99.875,99.795,99.71,99.625,99.535,99.45,99.365,99.28,99.195
2016-01-20,100.2,100.23,100.245,100.25,100.245,100.23,100.2,100.165,100.115,100.055,99.985,99.91,99.83,99.75,99.665,99.58,99.495,99.41,99.33,99.25
2016-01-21,100.225,100.26,100.28,100.285,100.28,100.265,100.24,100.205,100.155,100.095,100.025,99.95,99.87,99.79,99.705,99.615,99.53,99.445,99.36,99.28
2016-01-22,100.23,100.265,100.285,100.29,100.285,100.27,100.245,100.21,100.16,100.095,100.025,99.945,99.865,99.785,99.7,99.615,99.53,99.445,99.36,99.275
2016-01-25,100.24,100.275,100.29,100.295,100.29,100.27,100.245,100.205,100.155,100.095,100.025,99.95,99.87,99.79,99.705,99.62,99.535,99.45,99.365,99.28
2016-01-26,100.24,100.28,100.295,100.3,100.29,100.275,100.25,100.215,100.165,100.105,100.04,99.965,99.89,99.81,99.73,99.64,99.56,99.475,99.385,99.3
2016-01-27,100.225,100.27,100.29,100.295,100.285,100.265,100.235,100.195,100.145,100.085,100.02,99.945,99.87,99.795,99.715,99.63,99.545,99.46,99.38,99.295
2016-01-28,100.225,100.27,100.29,100.295,100.285,100.27,100.245,100.21,100.165,100.105,100.04,99.97,99.895,99.82,99.745,99.66,99.58,99.5,99.415,99.34
2016-01-29,100.25,100.31,100.335,100.34,100.33,100.315,100.29,100.255,100.21,100.155,100.095,100.025,99.955,99.885,99.81,99.73,99.65,99.57,99.49,99.405
2016-02-01,100.235,100.3,100.325,100.33,100.325,100.305,100.28,100.245,100.195,100.14,100.075,100.005,99.935,99.865,99.795,99.715,99.635,99.555,99.475,99.39
2016-02-02,100.235,100.305,100.345,100.35,100.34,100.325,100.3,100.265,100.22,100.165,100.105,100.035,99.97,99.9,99.825,99.75,99.675,99.6,99.52,99.44
2016-02-03,100.245,100.315,100.355,100.365,100.36,100.345,100.325,100.295,100.25,100.195,100.135,100.07,100.0,99.93,99.855,99.78,99.705,99.625,99.545,99.465
2016-02-04,100.24,100.305,100.34,100.345,100.335,100.32,100.295,100.265,100.22,100.17,100.11,100.045,99.975,99.9,99.825,99.745,99.67,99.59,99.51,99.43
2016-02-05,100.24,100.305,100.34,100.345,100.335,100.32,100.295,100.265,100.22,100.17,100.11,100.04,99.97,99.9,99.825,99.745,99.67,99.59,99.51,99.43
2016-02-08,100.2,100.265,100.305,100.32,100.315,100.305,100.29,100.265,100.235,100.19,100.14,100.075,100.015,99.95,99.88,99.8,99.73,99.65,99.58,99.5
2016-02-09,100.21,100.275,100.31,100.325,100.32,100.31,100.29,100.265,100.23,100.18,100.125,100.065,100.0,99.93,99.86,99.785,99.71,99.635,99.56,99.485
2016-02-10,100.225,100.285,100.315,100.325,100.315,100.3,100.28,100.255,100.215,100.17,100.115,100.055,99.995,99.93,99.86,99.785,99.71,99.635,99.56,99.485
2016-02-11,100.225,100.29,100.33,100.34,100.335,100.32,100.3,100.275,100.24,100.195,100.145,100.085,100.025,99.965,99.9,99.835,99.765,99.695,99.625,99.555
2016-02-12,100.23,100.275,100.305,100.31,100.3,100.285,100.265,100.235,100.2,100.155,100.1,100.035,99.975,99.91,99.845,99.77,99.7,99.63,99.555,99.48
2016-02-15,100.24,100.285,100.31,100.315,100.305,100.295,100.275,100.25,100.215,100.17,100.115,100.055,100.0,99.94,99.875,99.805,99.735,99.665,99.59,99.51
2016-02-16,100.24,100.285,100.31,100.315,100.305,100.295,100.275,100.25,100.21,100.165,100.11,100.05,99.99,99.93,99.865,99.795,99.725,99.65,99.575,99.495
2016-02-17,100.245,100.29,100.31,100.31,100.3,100.29,100.27,100.245,100.205,100.16,100.105,100.045,99.985,99.925,99.86,99.79,99.725,99.655,99.58,99.5
2016-02-18,100.255,100.3,100.32,100.325,100.315,100.305,100.285,100.26,100.225,100.18,100.13,100.075,100.02,99.965,99.905,99.84,99.775,99.705,99.635,99.56
2016-02-19,100.255,100.31,100.33,100.335,100.325,100.31,100.29,100.265,100.23,100.185,100.13,100.075,100.02,99.965,99.905,99.84,99.775,99.71,99.64,99.57
2016-02-22,100.24,100.295,100.325,100.34,100.34,100.33,100.31,100.285,100.25,100.205,100.15,100.095,100.04,99.985,99.925,99.86,99.795,99.73,99.66,99.585
2016-02-23,100.24,100.285,100.32,100.335,100.335,100.325,100.305,100.28,100.245,100.2,100.15,100.095,100.04,99.98,99.92,99.855,99.79,99.725,99.655,99.58
2016-02-24,100.235,100.275,100.305,100.32,100.32,100.31,100.29,100.265,100.235,100.195,100.145,100.095,100.04,99.985,99.93,99.87,99.81,99.745,99.675,99.605
2016-02-25,100.245,100.29,100.32,100.335,100.335,100.325,100.31,100.285,100.25,100.215,100.17,100.12,100.065,100.01,99.95,99.885,99.82,99.755,99.685,99.615
2016-02-26,100.255,100.305,100.335,100.345,100.345,100.335,100.32,100.295,100.265,100.225,100.175,100.125,100.07,100.015,99.955,99.89,99.83,99.765,99.695,99.625
2016-02-29,100.265,100.32,100.365,100.385,100.385,100.38,100.365,100.34,100.31,100.27,100.225,100.17,100.115,100.055,99.995,99.935,99.875,99.81,99.74,99.665
2016-03-01,100.255,100.305,100.345,100.365,100.37,100.365,100.355,100.335,100.305,100.265,100.22,100.165,100.11,100.055,99.995,99.93,99.87,99.81,99.745,99.67
2016-03-02,100.25,100.295,100.335,100.355,100.36,100.355,100.345,100.325,100.295,100.255,100.205,100.15,100.09,100.03,99.965,99.895,99.83,99.76,99.69,99.615
2016-03-03,100.265,100.305,100.355,100.385,100.39,100.385,100.375,100.355,100.325,100.285,100.24,100.185,100.125,100.065,100.0,99.935,99.865,99.795,99.72,99.645
2016-03-04,100.245,100.29,100.33,100.35,100.355,100.35,100.335,100.315,100.28,100.24,100.195,100.14,100.085,100.025,99.96,99.895,99.825,99.755,99.68,99.605
2016-03-07,100.245,100.29,100.325,100.345,100.35,100.345,100.335,100.32,100.29,100.255,100.21,100.16,100.105,100.045,99.985,99.92,99.85,99.78,99.705,99.63
2016-03-08,100.245,100.295,100.34,100.36,100.365,100.36,100.35,100.33,100.3,100.265,100.22,100.17,100.115,100.06,100.0,99.935,99.87,99.805,99.735,99.66
2016-03-09,100.24,100.29,100.325,100.34,100.34,100.33,100.315,100.29,100.26,100.22,100.175,100.12,100.065,100.005,99.94,99.87,99.8,99.725,99.65,99.575
2016-03-10,100.225,100.245,100.265,100.27,100.265,100.255,100.24,100.22,100.19,100.15,100.105,100.05,99.99,99.93,99.86,99.79,99.71,99.635,99.555,99.475
2016-03-11,100.225,100.24,100.27,100.28,100.275,100.27,100.255,100.23,100.205,100.17,100.125,100.075,100.025,99.97,99.91,99.85,99.785,99.715,99.64,99.565
2016-03-14,100.226,100.24,100.27,100.285,100.285,100.275,100.26,100.24,100.21,100.175,100.13,100.075,100.02,99.965,99.905,99.84,99.77,99.7,99.625,99.55
2016-03-15,100.235,100.26,100.27,100.27,100.265,100.25,100.23,100.2,100.165,100.12,100.065,100.01,99.95,99.885,99.82,99.75,99.675,99.6,99.525,99.45
2016-03-16,100.24,100.26,100.27,100.27,100.265,100.255,100.235,100.205,100.17,100.125,100.075,100.02,99.965,99.905,99.84,99.775,99.705,99.635,99.56,99.485
2016-03-17,100.245,100.27,100.285,100.285,100.28,100.27,100.255,100.23,100.195,100.155,100.11,100.06,100.01,99.955,99.895,99.83,99.765,99.695,99.62,99.545
2016-03-18,100.25,100.275,100.29,100.29,100.29,100.28,100.26,100.235,100.2,100.155,100.11,100.06,100.01,99.955,99.895,99.835,99.77,99.7,99.625,99.545
2016-03-21,100.255,100.28,100.295,100.295,100.29,100.28,100.265,100.24,100.205,100.165,100.115,100.065,100.015,99.96,99.9,99.835,99.77,99.7,99.625,99.55
2016-03-22,100.255,100.28,100.295,100.29,100.285,100.275,100.255,100.23,100.195,100.15,100.105,100.055,100.005,99.95,99.89,99.825,99.76,99.69,99.615,99.54
2016-03-23,100.255,100.28,100.295,100.295,100.29,100.28,100.26,100.235,100.2,100.16,100.115,100.065,100.015,99.965,99.905,99.845,99.78,99.71,99.635,99.56
2016-03-24,100.25,100.275,100.29,100.29,100.285,100.275,100.255,100.23,100.2,100.16,100.115,100.065,100.015,99.96,99.905,99.845,99.78,99.715,99.645,99.57
2016-03-29,100.255,100.28,100.295,100.295,100.29,100.28,100.26,100.235,100.205,100.17,100.13,100.085,100.04,99.995,99.94,99.885,99.825,99.765,99.695,99.62
2016-03-30,100.255,100.28,100.295,100.295,100.29,100.28,100.26,100.235,100.205,100.165,100.125,100.08,100.03,99.98,99.925,99.87,99.81,99.745,99.675,99.6
2016-03-31,100.25,100.275,100.295,100.295,100.29,100.28,100.265,100.24,100.21,100.17,100.125,100.075,100.025,99.97,99.915,99.855,99.79,99.725,99.655,99.585
2016-04-01,100.255,100.275,100.29,100.29,100.285,100.275,100.26,100.24,100.21,100.175,100.13,100.085,100.035,99.98,99.925,99.865,99.805,99.74,99.67,99.6
2016-04-04,100.25,100.27,100.28,100.28,100.28,100.27,100.255,100.235,100.21,100.175,100.14,100.095,100.05,100.0,99.945,99.885,99.825,99.76,99.695,99.625
2016-04-05,100.255,100.275,100.295,100.295,100.295,100.285,100.27,100.25,100.225,100.195,100.16,100.12,100.08,100.035,99.985,99.935,99.88,99.82,99.75,99.675
2016-04-06,100.26,100.28,100.3,100.3,100.295,100.285,100.27,100.25,100.225,100.195,100.16,100.12,100.075,100.03,99.98,99.925,99.87,99.81,99.74,99.67
2016-04-07,100.255,100.28,100.3,100.305,100.305,100.3,100.29,100.27,100.245,100.215,100.18,100.14,100.1,100.055,100.005,99.95,99.89,99.825,99.76,99.685
2016-04-08,100.25,100.275,100.3,100.305,100.31,100.305,100.295,100.275,100.25,100.22,100.185,100.145,100.1,100.05,99.995,99.935,99.875,99.81,99.74,99.665
2016-04-11,100.255,100.28,100.305,100.31,100.31,100.305,100.295,100.28,100.255,100.225,100.19,100.15,100.105,100.06,100.005,99.945,99.885,99.82,99.75,99.675
2016-04-12,100.255,100.28,100.305,100.31,100.31,100.305,100.295,100.275,100.25,100.215,100.175,100.13,100.08,100.03,99.97,99.91,99.84,99.765,99.69,99.615
2016-04-13,100.255,100.28,100.305,100.31,100.31,100.305,100.295,100.275,100.25,100.215,100.175,100.13,100.08,100.025,99.965,99.905,99.84,99.77,99.695,99.62
2016-04-14,100.255,100.275,100.3,100.305,100.305,100.3,100.29,100.27,100.245,100.21,100.17,100.12,100.07,100.015,99.955,99.89,99.825,99.755,99.685,99.61
2016-04-15,100.26,100.275,100.3,100.305,100.31,100.305,100.295,100.28,100.255,100.225,100.185,100.14,100.095,100.045,99.99,99.93,99.865,99.795,99.725,99.65
2016-04-18,100.25,100.265,100.285,100.295,100.3,100.295,100.285,100.27,100.245,100.215,100.175,100.13,100.08,100.03,99.97,99.91,99.85,99.785,99.71,99.635
2016-04-19,100.255,100.27,100.29,100.295,100.3,100.295,100.285,100.27,100.245,100.21,100.17,100.125,100.075,100.02,99.96,99.895,99.83,99.765,99.69,99.615
2016-04-20,100.25,100.265,100.29,100.295,100.3,100.295,100.285,100.27,100.25,100.22,100.185,100.14,100.095,100.045,99.985,99.925,99.86,99.795,99.72,99.645
2016-04-21,100.25,100.265,100.285,100.285,100.285,100.275,100.265,100.245,100.22,100.185,100.145,100.095,100.04,99.98,99.915,99.85,99.78,99.705,99.63,99.55
2016-04-22,100.25,100.265,100.285,100.29,100.29,100.285,100.275,100.255,100.23,100.195,100.155,100.105,100.05,99.99,99.925,99.86,99.79,99.715,99.635,99.555
2016-04-25,100.25,100.265,100.29,100.295,100.295,100.29,100.28,100.26,100.23,100.19,100.145,100.095,100.035,99.975,99.905,99.83,99.755,99.675,99.595,99.515
2016-04-26,100.255,100.27,100.29,100.29,100.29,100.28,100.265,100.24,100.21,100.17,100.12,100.06,100.0,99.93,99.86,99.78,99.705,99.625,99.54,99.455
2016-04-27,100.255,100.27,100.29,100.29,100.29,100.285,100.27,100.25,100.22,100.18,100.135,100.08,100.025,99.96,99.89,99.815,99.74,99.66,99.58,99.495
2016-04-28,100.255,100.27,100.285,100.29,100.29,100.285,100.275,100.255,100.225,100.19,100.145,100.095,100.045,99.99,99.925,99.86,99.79,99.715,99.635,99.555
2016-04-29,100.255,100.265,100.28,100.28,100.275,100.265,100.25,100.23,100.2,100.16,100.115,100.065,100.01,99.95,99.885,99.815,99.74,99.665,99.585,99.505
2016-05-02,100.255,100.265,100.275,100.27,100.27,100.26,100.245,100.225,100.195,100.155,100.11,100.06,100.005,99.95,99.885,99.82,99.75,99.675,99.595,99.515
