Date,FEIcm1,FEIcm2,FEIcm3,FEIcm4,FEIcm5,FEIcm6,FEIcm7,FEIcm8,FEIcm9,FEIcm10,FEIcm11,FEIcm12,FEIcm13,FEIcm14,FEIcm15,FEIcm16,FEIcm17,FEIcm18,FEIcm19,FEIcm20
2016-12-08,100.32,100.305,100.29,100.275,100.265,100.24,100.215,100.185,100.14,100.09,100.04,99.985,99.92,99.855,99.785,99.705,99.625,99.535,99.445,99.36
2016-12-09,100.315,100.305,100.29,100.28,100.27,100.255,100.235,100.205,100.165,100.115,100.065,100.01,99.95,99.885,99.815,99.735,99.65,99.565,99.475,99.39
2016-12-12,100.315,100.305,100.285,100.275,100.265,100.245,100.22,100.185,100.14,100.085,100.025,99.965,99.9,99.825,99.745,99.66,99.57,99.475,99.38,99.29
2016-12-13,100.315,100.305,100.285,100.275,100.265,100.245,100.225,100.195,100.155,100.105,100.055,100.0,99.935,99.865,99.79,99.71,99.62,99.53,99.44,99.35
2016-12-14,100.315,100.31,100.29,100.28,100.27,100.255,100.24,100.21,100.175,100.13,100.08,100.03,99.97,99.91,99.84,99.76,99.675,99.59,99.505,99.415
2016-12-15,100.31,100.305,100.285,100.27,100.265,100.25,100.225,100.195,100.155,100.105,100.055,99.995,99.925,99.855,99.775,99.69,99.595,99.505,99.415,99.325
2016-12-16,100.315,100.3,100.28,100.27,100.26,100.245,100.225,100.195,100.16,100.115,100.065,100.01,99.945,99.88,99.8,99.715,99.62,99.535,99.45,99.365
2016-12-19,100.313,100.3,100.285,100.27,100.26,100.245,100.23,100.205,100.175,100.135,100.095,100.05,99.99,99.93,99.86,99.78,99.695,99.61,99.525,99.44
2016-12-20,100.305,100.285,100.27,100.255,100.24,100.225,100.2,100.17,100.13,100.09,100.045,99.985,99.925,99.85,99.77,99.685,99.6,99.515,99.43,99.345
2016-12-21,100.305,100.285,100.265,100.25,100.235,100.22,100.2,100.17,100.135,100.09,100.045,99.985,99.93,99.86,99.785,99.7,99.62,99.535,99.45,99.365
2016-12-22,100.305,100.28,100.26,100.245,100.225,100.21,100.19,100.16,100.12,100.075,100.03,99.975,99.92,99.85,99.775,99.69,99.61,99.525,99.44,99.355
2016-12-23,100.305,100.28,100.26,100.245,100.225,100.21,100.185,100.155,100.12,100.08,100.035,99.98,99.93,99.87,99.8,99.72,99.64,99.56,99.475,99.39
2016-12-27,100.305,100.285,100.265,100.25,100.23,100.215,100.195,100.17,100.135,100.09,100.045,99.995,99.945,99.88,99.81,99.735,99.655,99.575,99.49,99.405
2016-12-28,100.305,100.285,100.27,100.255,100.24,100.225,100.205,100.175,100.14,100.1,100.055,100.005,99.955,99.9,99.835,99.76,99.68,99.605,99.52,99.435
2016-12-29,100.315,100.295,100.275,100.26,100.245,100.23,100.21,100.185,100.15,100.115,100.075,100.025,99.98,99.92,99.855,99.78,99.7,99.62,99.535,99.45
2016-12-30,100.315,100.3,100.28,100.265,100.245,100.23,100.21,100.185,100.15,100.115,100.075,100.025,99.975,99.915,99.845,99.77,99.695,99.615,99.535,99.45
2017-01-02,100.315,100.3,100.285,100.28,100.265,100.25,100.23,100.205,100.17,100.13,100.085,100.035,99.99,99.93,99.865,99.79,99.71,99.63,99.55,99.465
2017-01-03,100.315,100.295,100.28,100.27,100.25,100.235,100.21,100.175,100.135,100.09,100.045,99.99,99.935,99.875,99.81,99.73,99.655,99.575,99.495,99.41
2017-01-04,100.315,100.3,100.285,100.27,100.25,100.235,100.21,100.175,100.13,100.09,100.045,99.99,99.935,99.875,99.805,99.73,99.655,99.58,99.5,99.415
2017-01-05,100.32,100.3,100.285,100.27,100.25,100.23,100.205,100.17,100.13,100.085,100.04,99.99,99.94,99.88,99.815,99.74,99.665,99.585,99.505,99.42
2017-01-06,100.315,100.3,100.285,100.265,100.245,100.22,100.19,100.15,100.105,100.055,100.005,99.95,99.9,99.835,99.765,99.69,99.61,99.53,99.45,99.365
2017-01-09,100.32,100.305,100.29,100.27,100.25,100.225,100.195,100.16,100.115,100.07,100.02,99.965,99.915,99.855,99.785,99.71,99.635,99.555,99.475,99.395
2017-01-10,100.325,100.315,100.295,100.275,100.255,100.23,100.2,100.165,100.12,100.075,100.03,99.975,99.92,99.86,99.795,99.72,99.645,99.565,99.485,99.405
2017-01-11,100.33,100.32,100.305,100.29,100.27,100.245,100.215,100.18,100.135,100.09,100.045,99.99,99.935,99.875,99.81,99.735,99.66,99.58,99.5,99.42
2017-01-12,100.33,100.32,100.305,100.29,100.27,100.245,100.215,100.175,100.135,100.095,100.05,100.0,99.955,99.9,99.835,99.765,99.695,99.62,99.545,99.465
2017-01-13,100.33,100.32,100.305,100.285,100.26,100.235,100.205,100.165,100.125,100.08,100.035,99.985,99.935,99.875,99.81,99.74,99.665,99.59,99.515,99.44
2017-01-16,100.33,100.32,100.305,100.29,100.27,100.245,100.215,100.18,100.14,100.1,100.055,100.0,99.95,99.895,99.83,99.76,99.685,99.61,99.535,99.455
2017-01-17,100.335,100.325,100.31,100.29,100.27,100.25,100.22,100.185,100.145,100.105,100.06,100.01,99.96,99.9,99.835,99.765,99.69,99.615,99.54,99.465
2017-01-18,100.33,100.315,100.3,100.28,100.26,100.235,100.205,100.165,100.12,100.075,100.025,99.97,99.915,99.855,99.785,99.71,99.63,99.55,99.47,99.39
2017-01-19,100.335,100.32,100.3,100.275,100.25,100.225,100.19,100.15,100.105,100.055,100.005,99.945,99.89,99.825,99.755,99.68,99.6,99.52,99.44,99.36
2017-01-20,100.325,100.31,100.29,100.265,100.235,100.21,100.17,100.13,100.08,100.02,99.975,99.91,99.855,99.785,99.71,99.635,99.55,99.47,99.395,99.31
2017-01-23,100.33,100.315,100.295,100.27,100.24,100.215,100.185,100.145,100.1,100.05,100.0,99.945,99.89,99.825,99.755,99.68,99.605,99.53,99.45,99.37
2017-01-24,100.33,100.315,100.29,100.265,100.235,100.21,100.175,100.135,100.09,100.04,99.985,99.93,99.87,99.805,99.735,99.655,99.575,99.495,99.42,99.34
2017-01-25,100.325,100.31,100.28,100.25,100.22,100.19,100.15,100.105,100.05,99.995,99.94,99.875,99.815,99.745,99.67,99.585,99.5,99.42,99.34,99.26
2017-01-26,100.33,100.31,100.28,100.245,100.215,100.18,100.14,100.09,100.035,99.975,99.915,99.85,99.785,99.715,99.635,99.55,99.465,99.38,99.295,99.21
2017-01-27,100.325,100.305,100.275,100.245,100.215,100.18,100.14,100.09,100.035,99.98,99.92,99.855,99.795,99.725,99.65,99.57,99.485,99.4,99.315,99.225
2017-01-30,100.325,100.305,100.275,100.245,100.215,100.185,100.145,100.095,100.04,99.985,99.93,99.87,99.81,99.745,99.67,99.59,99.51,99.425,99.345,99.26
2017-01-31,100.325,100.305,100.28,100.25,100.22,100.19,100.15,100.105,100.05,99.995,99.94,99.88,99.815,99.745,99.67,99.59,99.505,99.42,99.335,99.255
2017-02-01,100.325,100.305,100.28,100.245,100.215,100.185,100.14,100.09,100.03,99.97,99.905,99.84,99.78,99.71,99.63,99.55,99.465,99.38,99.29,99.205
2017-02-02,100.325,100.31,100.285,100.255,100.225,100.195,100.155,100.11,100.055,100.0,99.94,99.88,99.82,99.75,99.675,99.595,99.515,99.435,99.355,99.275
2017-02-03,100.32,100.305,100.28,100.25,100.225,100.195,100.16,100.115,100.06,100.005,99.95,99.89,99.83,99.76,99.685,99.61,99.53,99.45,99.37,99.29
2017-02-06,100.315,100.29,100.27,100.245,100.225,100.2,100.17,100.13,100.08,100.03,99.975,99.92,99.86,99.795,99.725,99.65,99.57,99.49,99.41,99.33
2017-02-07,100.32,100.29,100.26,100.235,100.215,100.19,100.16,100.12,100.075,100.025,99.975,99.92,99.865,99.8,99.73,99.65,99.57,99.49,99.41,99.33
2017-02-08,100.32,100.29,100.265,100.245,100.225,100.205,100.18,100.145,100.105,100.06,100.015,99.965,99.915,99.855,99.79,99.72,99.645,99.57,99.49,99.41
2017-02-09,100.32,100.29,100.265,100.24,100.215,100.195,100.165,100.13,100.085,100.04,99.995,99.945,99.895,99.84,99.775,99.705,99.63,99.555,99.475,99.395
2017-02-10,100.32,100.29,100.265,100.24,100.215,100.19,100.16,100.12,100.08,100.035,99.985,99.935,99.885,99.825,99.76,99.685,99.61,99.535,99.455,99.375
2017-02-13,100.32,100.29,100.26,100.235,100.205,100.18,100.145,100.105,100.06,100.015,99.965,99.91,99.855,99.795,99.73,99.655,99.58,99.5,99.42,99.34
2017-02-14,100.32,100.29,100.265,100.235,100.205,100.175,100.14,100.095,100.05,100.0,99.95,99.895,99.84,99.78,99.715,99.64,99.565,99.49,99.41,99.33
2017-02-15,100.32,100.29,100.26,100.235,100.205,100.175,100.14,100.1,100.055,100.005,99.955,99.905,99.85,99.79,99.725,99.65,99.575,99.5,99.42,99.34
2017-02-16,100.32,100.29,100.265,100.24,100.215,100.185,100.155,100.115,100.07,100.025,99.98,99.935,99.88,99.82,99.755,99.685,99.61,99.53,99.455,99.37
2017-02-17,100.325,100.295,100.27,100.25,100.225,100.2,100.17,100.135,100.095,100.055,100.01,99.965,99.91,99.85,99.785,99.715,99.64,99.565,99.485,99.405
2017-02-20,100.325,100.295,100.27,100.245,100.225,100.205,100.175,100.14,100.105,100.065,100.02,99.975,99.92,99.86,99.795,99.72,99.64,99.56,99.48,99.395
2017-02-21,100.325,100.295,100.27,100.25,100.225,100.205,100.175,100.135,100.095,100.05,100.005,99.955,99.9,99.84,99.77,99.695,99.615,99.535,99.45,99.365
2017-02-22,100.325,100.295,100.27,100.245,100.225,100.205,100.18,100.145,100.105,100.065,100.025,99.975,99.925,99.87,99.805,99.73,99.655,99.575,99.495,99.41
2017-02-23,100.33,100.3,100.28,100.26,100.24,100.22,100.195,100.165,100.13,100.09,100.045,100.0,99.95,99.895,99.83,99.76,99.685,99.61,99.53,99.445
2017-02-24,100.325,100.295,100.275,100.255,100.235,100.22,100.2,100.175,100.14,100.105,100.07,100.025,99.975,99.92,99.86,99.79,99.72,99.645,99.565,99.485
2017-02-27,100.325,100.295,100.275,100.26,100.24,100.22,100.2,100.17,100.14,100.105,100.065,100.025,99.98,99.925,99.865,99.795,99.725,99.65,99.57,99.49
2017-02-28,100.325,100.295,100.28,100.265,100.245,100.23,100.205,100.18,100.15,100.115,100.075,100.035,99.99,99.94,99.88,99.815,99.745,99.67,99.595,99.515
2017-03-01,100.325,100.3,100.28,100.26,100.24,100.22,100.19,100.16,100.125,100.085,100.04,99.995,99.945,99.89,99.825,99.755,99.68,99.6,99.52,99.44
2017-03-02,100.325,100.3,100.28,100.255,100.23,100.205,100.17,100.135,100.095,100.05,100.005,99.95,99.9,99.84,99.775,99.705,99.63,99.55,99.47,99.39
2017-03-03,100.325,100.29,100.255,100.22,100.19,100.16,100.12,100.08,100.035,99.985,99.935,99.885,99.83,99.77,99.705,99.635,99.56,99.485,99.41,99.33
2017-03-06,100.325,100.29,100.25,100.215,100.185,100.155,100.12,100.075,100.03,99.985,99.935,99.885,99.83,99.77,99.705,99.635,99.565,99.49,99.415,99.335
2017-03-07,100.33,100.295,100.26,100.23,100.2,100.17,100.14,100.1,100.055,100.01,99.96,99.91,99.855,99.795,99.73,99.66,99.585,99.51,99.435,99.36
2017-03-08,100.325,100.29,100.255,100.225,100.19,100.16,100.12,100.075,100.03,99.98,99.93,99.875,99.82,99.755,99.69,99.615,99.54,99.465,99.39,99.315
2017-03-09,100.325,100.295,100.26,100.225,100.175,100.13,100.085,100.035,99.98,99.92,99.86,99.8,99.74,99.675,99.605,99.535,99.465,99.39,99.32,99.25
2017-03-10,100.33,100.29,100.245,100.2,100.15,100.095,100.04,99.98,99.915,99.855,99.79,99.725,99.66,99.59,99.515,99.44,99.36,99.28,99.205,99.13
2017-03-13,100.33,100.305,100.26,100.22,100.165,100.11,100.06,100.005,99.945,99.88,99.82,99.755,99.685,99.615,99.54,99.46,99.38,99.305,99.23,99.15
2017-03-14,100.305,100.265,100.225,100.17,100.12,100.07,100.015,99.955,99.895,99.835,99.775,99.71,99.64,99.565,99.485,99.405,99.325,99.25,99.175,99.1
2017-03-15,100.305,100.265,100.23,100.18,100.135,100.09,100.04,99.985,99.93,99.875,99.815,99.75,99.68,99.605,99.525,99.445,99.37,99.295,99.225,99.155
2017-03-16,100.305,100.265,100.23,100.18,100.135,100.09,100.035,99.98,99.925,99.87,99.81,99.745,99.675,99.6,99.52,99.44,99.36,99.285,99.21,99.135
2017-03-17,100.295,100.255,100.215,100.165,100.12,100.07,100.02,99.965,99.91,99.855,99.795,99.735,99.665,99.595,99.52,99.445,99.37,99.3,99.23,99.16
2017-03-20,100.3,100.255,100.21,100.16,100.115,100.065,100.01,99.955,99.9,99.845,99.785,99.725,99.66,99.59,99.515,99.44,99.365,99.295,99.225,99.155
2017-03-21,100.3,100.25,100.205,100.15,100.095,100.045,99.99,99.935,99.88,99.825,99.765,99.705,99.64,99.57,99.495,99.42,99.345,99.27,99.195,99.12
2017-03-22,100.3,100.255,100.215,100.16,100.11,100.06,100.01,99.955,99.9,99.845,99.79,99.73,99.665,99.595,99.52,99.45,99.375,99.305,99.23,99.155
2017-03-23,100.31,100.26,100.215,100.16,100.11,100.06,100.005,99.955,99.9,99.845,99.79,99.73,99.665,99.6,99.525,99.45,99.375,99.3,99.225,99.15
2017-03-24,100.31,100.26,100.215,100.16,100.11,100.06,100.005,99.955,99.9,99.845,99.79,99.73,99.665,99.595,99.52,99.45,99.375,99.3,99.225,99.145
2017-03-27,100.315,100.265,100.22,100.17,100.12,100.07,100.02,99.965,99.915,99.865,99.805,99.745,99.68,99.61,99.535,99.465,99.39,99.315,99.24,99.165
2017-03-28,100.315,100.275,100.24,100.195,100.145,100.1,100.05,100.0,99.95,99.9,99.845,99.785,99.72,99.655,99.58,99.505,99.43,99.36,99.285,99.21
2017-03-29,100.32,100.285,100.25,100.21,100.165,100.12,100.07,100.025,99.975,99.93,99.875,99.82,99.76,99.695,99.625,99.555,99.48,99.41,99.34,99.265
2017-03-30,100.32,100.285,100.26,100.22,100.18,100.135,100.085,100.04,99.995,99.945,99.89,99.84,99.785,99.72,99.655,99.585,99.51,99.435,99.365,99.29
2017-03-31,100.32,100.295,100.265,100.225,100.18,100.135,100.085,100.04,99.99,99.945,99.89,99.84,99.78,99.72,99.65,99.58,99.51,99.435,99.365,99.295
2017-04-03,100.32,100.3,100.275,100.24,100.2,100.16,100.115,100.07,100.025,99.98,99.925,99.875,99.815,99.755,99.685,99.62,99.55,99.48,99.41,99.335
2017-04-04,100.32,100.3,100.28,100.25,100.215,100.175,100.13,100.09,100.045,100.0,99.945,99.895,99.835,99.775,99.705,99.635,99.565,99.495,99.42,99.345
2017-04-05,100.32,100.3,100.28,100.25,100.21,100.17,100.13,100.09,100.045,100.0,99.945,99.895,99.835,99.77,99.7,99.63,99.56,99.485,99.41,99.335
2017-04-06,100.32,100.3,100.27,100.24,100.2,100.16,100.115,100.075,100.03,99.99,99.935,99.885,99.825,99.76,99.69,99.62,99.55,99.48,99.405,99.33
2017-04-07,100.32,100.3,100.28,100.25,100.21,100.17,100.13,100.09,100.05,100.005,99.955,99.905,99.845,99.785,99.715,99.645,99.575,99.505,99.435,99.365
2017-04-10,100.325,100.305,100.285,100.255,100.22,100.185,100.145,100.105,100.065,100.025,99.975,99.925,99.865,99.8,99.73,99.66,99.59,99.52,99.445,99.37
2017-04-11,100.315,100.3,100.28,100.26,100.225,100.19,100.155,100.12,100.08,100.04,99.99,99.94,99.88,99.815,99.74,99.67,99.595,99.52,99.45,99.375
2017-04-12,100.315,100.295,100.275,100.25,100.215,100.18,100.145,100.11,100.07,100.03,99.985,99.935,99.875,99.81,99.74,99.67,99.6,99.525,99.45,99.375
2017-04-13,100.315,100.295,100.28,100.255,100.22,100.185,100.15,100.115,100.08,100.045,100.0,99.95,99.89,99.825,99.755,99.685,99.615,99.54,99.465,99.39
2017-04-18,100.315,100.295,100.28,100.26,100.225,100.19,100.155,100.12,100.085,100.05,100.005,99.955,99.9,99.84,99.77,99.7,99.63,99.555,99.48,99.405
2017-04-19,100.315,100.295,100.28,100.255,100.225,100.185,100.145,100.11,100.07,100.03,99.98,99.93,99.875,99.815,99.745,99.675,99.605,99.53,99.455,99.38
2017-04-20,100.32,100.295,100.27,100.245,100.21,100.17,100.125,100.085,100.04,99.995,99.95,99.895,99.84,99.78,99.71,99.64,99.565,99.49,99.415,99.34
2017-04-21,100.31,100.29,100.265,100.24,100.21,100.17,100.125,100.085,100.04,100.0,99.95,99.895,99.835,99.77,99.7,99.625,99.55,99.475,99.4,99.325
2017-04-24,100.325,100.3,100.27,100.23,100.185,100.135,100.08,100.035,99.985,99.935,99.88,99.825,99.765,99.7,99.63,99.555,99.48,99.4,99.32,99.245
2017-04-25,100.325,100.3,100.26,100.22,100.175,100.12,100.065,100.01,99.96,99.905,99.85,99.795,99.73,99.665,99.595,99.52,99.445,99.37,99.29,99.21
2017-04-26,100.325,100.305,100.27,100.23,100.185,100.135,100.08,100.03,99.98,99.93,99.875,99.82,99.755,99.69,99.615,99.54,99.465,99.39,99.31,99.235
2017-04-27,100.33,100.315,100.29,100.255,100.21,100.165,100.115,100.065,100.02,99.97,99.915,99.86,99.795,99.73,99.66,99.585,99.51,99.435,99.36,99.28
2017-04-28,100.33,100.32,100.285,100.25,100.205,100.155,100.1,100.055,100.0,99.95,99.895,99.84,99.775,99.71,99.64,99.565,99.49,99.415,99.34,99.26
2017-05-02,100.33,100.33,100.3,100.26,100.21,100.16,100.105,100.05,100.0,99.95,99.89,99.835,99.77,99.705,99.63,99.555,99.48,99.405,99.325,99.245
2017-05-03,100.335,100.34,100.31,100.27,100.22,100.165,100.11,100.055,100.0,99.95,99.89,99.835,99.77,99.705,99.63,99.56,99.485,99.41,99.33,99.25
2017-05-04,100.33,100.34,100.31,100.265,100.21,100.15,100.09,100.035,99.975,99.92,99.86,99.8,99.735,99.665,99.585,99.51,99.435,99.355,99.275,99.2
2017-05-05,100.325,100.315,100.28,100.235,100.185,100.13,100.065,100.01,99.955,99.9,99.84,99.785,99.72,99.65,99.57,99.495,99.42,99.34,99.26,99.185
2017-05-08,100.325,100.31,100.275,100.23,100.175,100.12,100.06,100.01,99.955,99.9,99.845,99.79,99.725,99.66,99.585,99.515,99.44,99.365,99.29,99.215
2017-05-09,100.325,100.31,100.275,100.235,100.18,100.13,100.07,100.015,99.965,99.91,99.85,99.795,99.73,99.665,99.59,99.52,99.445,99.37,99.295,99.22
2017-05-10,100.33,100.315,100.28,100.24,100.19,100.135,100.08,100.025,99.97,99.92,99.865,99.81,99.75,99.685,99.615,99.54,99.465,99.39,99.315,99.245
2017-05-11,100.33,100.32,100.29,100.245,100.195,100.145,100.085,100.03,99.975,99.92,99.865,99.81,99.745,99.675,99.605,99.53,99.455,99.38,99.305,99.23
2017-05-12,100.33,100.32,100.295,100.255,100.21,100.16,100.105,100.055,100.0,99.945,99.89,99.83,99.765,99.7,99.625,99.555,99.48,99.405,99.33,99.255
2017-05-15,100.33,100.32,100.295,100.26,100.215,100.165,100.11,100.055,100.0,99.95,99.89,99.83,99.765,99.695,99.62,99.545,99.47,99.395,99.32,99.25
2017-05-16,100.33,100.32,100.295,100.255,100.21,100.16,100.105,100.05,99.995,99.94,99.88,99.82,99.755,99.69,99.615,99.54,99.465,99.39,99.315,99.24
2017-05-17,100.33,100.32,100.295,100.26,100.215,100.17,100.115,100.065,100.015,99.965,99.905,99.85,99.79,99.725,99.65,99.58,99.51,99.435,99.36,99.29
2017-05-18,100.33,100.32,100.295,100.26,100.215,100.175,100.125,100.075,100.025,99.975,99.92,99.865,99.805,99.74,99.67,99.6,99.535,99.465,99.39,99.32
2017-05-19,100.33,100.315,100.29,100.255,100.21,100.165,100.11,100.06,100.01,99.96,99.9,99.845,99.785,99.72,99.65,99.585,99.515,99.445,99.375,99.305
2017-05-22,100.33,100.31,100.285,100.25,100.205,100.155,100.1,100.05,99.995,99.94,99.88,99.825,99.76,99.695,99.625,99.555,99.485,99.415,99.345,99.275
2017-05-23,100.325,100.31,100.285,100.245,100.2,100.15,100.095,100.045,99.99,99.935,99.875,99.82,99.755,99.69,99.62,99.55,99.48,99.41,99.34,99.27
2017-05-24,100.325,100.315,100.29,100.25,100.205,100.155,100.1,100.045,99.99,99.935,99.875,99.815,99.75,99.685,99.61,99.54,99.47,99.4,99.33,99.26
2017-05-25,100.33,100.32,100.295,100.26,100.22,100.17,100.115,100.06,100.005,99.95,99.89,99.835,99.77,99.705,99.635,99.565,99.495,99.425,99.355,99.285
2017-05-26,100.33,100.32,100.3,100.27,100.23,100.185,100.13,100.08,100.025,99.975,99.915,99.86,99.8,99.735,99.66,99.59,99.52,99.45,99.38,99.31
2017-05-29,100.33,100.32,100.305,100.275,100.24,100.195,100.145,100.095,100.045,99.995,99.94,99.885,99.825,99.76,99.69,99.62,99.545,99.475,99.405,99.335
2017-05-30,100.33,100.32,100.305,100.275,100.24,100.2,100.15,100.105,100.055,100.005,99.95,99.895,99.83,99.765,99.695,99.625,99.55,99.48,99.41,99.34
2017-05-31,100.33,100.325,100.31,100.285,100.25,100.21,100.16,100.115,100.065,100.015,99.96,99.905,99.845,99.78,99.705,99.635,99.56,99.49,99.42,99.35
2017-06-01,100.33,100.325,100.31,100.285,100.25,100.205,100.155,100.11,100.06,100.01,99.95,99.895,99.83,99.765,99.69,99.62,99.545,99.47,99.395,99.32
2017-06-02,100.33,100.32,100.3,100.275,100.24,100.2,100.15,100.105,100.06,100.015,99.96,99.905,99.845,99.78,99.705,99.635,99.56,99.485,99.41,99.335
2017-06-05,100.33,100.32,100.3,100.27,100.235,100.195,100.15,100.105,100.055,100.01,99.955,99.9,99.84,99.775,99.7,99.63,99.555,99.48,99.405,99.33
2017-06-06,100.33,100.32,100.295,100.27,100.24,100.2,100.155,100.115,100.07,100.025,99.975,99.925,99.865,99.8,99.73,99.66,99.585,99.51,99.435,99.365
2017-06-07,100.33,100.32,100.3,100.28,100.25,100.215,100.17,100.125,100.08,100.035,99.985,99.935,99.875,99.81,99.74,99.67,99.6,99.525,99.45,99.375
2017-06-08,100.33,100.32,100.305,100.285,100.26,100.225,100.185,100.14,100.095,100.045,99.99,99.94,99.88,99.815,99.74,99.67,99.595,99.52,99.44,99.365
2017-06-09,100.33,100.325,100.31,100.29,100.265,100.23,100.19,100.145,100.095,100.05,99.995,99.94,99.88,99.815,99.74,99.665,99.59,99.51,99.43,99.355
2017-06-12,100.33,100.325,100.31,100.295,100.27,100.235,100.19,100.145,100.1,100.05,99.995,99.94,99.88,99.815,99.745,99.67,99.595,99.52,99.445,99.37
2017-06-13,100.33,100.325,100.315,100.295,100.27,100.235,100.19,100.145,100.095,100.045,99.99,99.935,99.875,99.81,99.735,99.665,99.59,99.515,99.44,99.365
2017-06-14,100.33,100.325,100.315,100.3,100.28,100.25,100.21,100.17,100.125,100.075,100.025,99.97,99.91,99.845,99.775,99.705,99.63,99.555,99.48,99.405
2017-06-15,100.33,100.32,100.305,100.29,100.265,100.225,100.185,100.14,100.09,100.04,99.985,99.935,99.875,99.81,99.735,99.665,99.59,99.515,99.44,99.365
2017-06-16,100.33,100.325,100.31,100.29,100.265,100.23,100.19,100.145,100.095,100.05,99.995,99.94,99.88,99.815,99.745,99.67,99.6,99.53,99.45,99.375
2017-06-19,100.329,100.32,100.305,100.29,100.265,100.23,100.185,100.14,100.095,100.045,99.99,99.935,99.87,99.805,99.73,99.66,99.585,99.51,99.435,99.36
2017-06-20,100.32,100.31,100.295,100.27,100.235,100.19,100.145,100.1,100.05,100.0,99.945,99.885,99.82,99.745,99.675,99.605,99.53,99.455,99.38,99.305
2017-06-21,100.32,100.31,100.295,100.27,100.235,100.19,100.145,100.095,100.045,99.995,99.94,99.875,99.81,99.74,99.67,99.6,99.53,99.455,99.385,99.31
2017-06-22,100.32,100.31,100.295,100.27,100.235,100.19,100.145,100.1,100.055,100.005,99.955,99.895,99.83,99.76,99.695,99.625,99.555,99.485,99.415,99.34
2017-06-23,100.32,100.305,100.29,100.265,100.225,100.18,100.135,100.085,100.035,99.985,99.935,99.875,99.81,99.74,99.675,99.61,99.54,99.47,99.4,99.325
2017-06-26,100.325,100.31,100.29,100.265,100.225,100.18,100.13,100.08,100.03,99.98,99.925,99.865,99.805,99.735,99.67,99.605,99.535,99.465,99.395,99.32
2017-06-27,100.32,100.3,100.275,100.235,100.19,100.135,100.075,100.02,99.965,99.91,99.855,99.795,99.73,99.66,99.59,99.52,99.45,99.38,99.315,99.245
2017-06-28,100.32,100.305,100.275,100.235,100.19,100.135,100.075,100.02,99.965,99.905,99.85,99.785,99.72,99.65,99.58,99.51,99.44,99.365,99.295,99.22
2017-06-29,100.32,100.29,100.255,100.215,100.165,100.1,100.04,99.975,99.915,99.845,99.785,99.715,99.645,99.57,99.495,99.42,99.345,99.27,99.2,99.13
2017-06-30,100.315,100.285,100.25,100.205,100.155,100.09,100.025,99.965,99.9,99.83,99.77,99.7,99.63,99.55,99.48,99.405,99.33,99.255,99.18,99.105
2017-07-03,100.325,100.29,100.255,100.21,100.155,100.09,100.025,99.96,99.895,99.83,99.765,99.695,99.62,99.545,99.475,99.4,99.33,99.255,99.185,99.11
2017-07-04,100.32,100.295,100.26,100.22,100.165,100.105,100.04,99.975,99.91,99.845,99.78,99.705,99.635,99.555,99.48,99.405,99.33,99.25,99.175,99.095
2017-07-05,100.32,100.295,100.26,100.215,100.16,100.1,100.04,99.975,99.91,99.845,99.78,99.71,99.635,99.555,99.48,99.405,99.33,99.25,99.175,99.095
2017-07-06,100.325,100.295,100.255,100.205,100.145,100.075,100.005,99.93,99.86,99.785,99.715,99.64,99.56,99.475,99.395,99.31,99.225,99.135,99.05,98.965
2017-07-07,100.325,100.295,100.255,100.205,100.15,100.08,100.01,99.94,99.87,99.795,99.72,99.64,99.56,99.475,99.39,99.305,99.225,99.14,99.06,98.98
2017-07-10,100.325,100.295,100.255,100.205,100.15,100.085,100.02,99.955,99.89,99.815,99.745,99.67,99.59,99.505,99.425,99.345,99.26,99.175,99.095,99.015
2017-07-11,100.325,100.295,100.25,100.2,100.14,100.07,100.005,99.935,99.87,99.795,99.725,99.65,99.57,99.485,99.405,99.325,99.245,99.165,99.085,99.005
2017-07-12,100.325,100.3,100.26,100.21,100.155,100.09,100.025,99.96,99.895,99.825,99.755,99.68,99.6,99.515,99.435,99.355,99.28,99.2,99.12,99.04
2017-07-13,100.325,100.3,100.265,100.215,100.155,100.085,100.02,99.95,99.885,99.81,99.74,99.66,99.58,99.495,99.42,99.34,99.265,99.185,99.11,99.03
2017-07-14,100.32,100.3,100.265,100.215,100.155,100.085,100.02,99.95,99.88,99.805,99.73,99.655,99.57,99.49,99.41,99.33,99.255,99.18,99.105,99.025
2017-07-17,100.32,100.305,100.27,100.22,100.16,100.095,100.025,99.955,99.89,99.815,99.74,99.66,99.58,99.495,99.42,99.34,99.265,99.19,99.115,99.035
2017-07-18,100.325,100.31,100.28,100.235,100.175,100.11,100.04,99.97,99.905,99.83,99.755,99.675,99.595,99.515,99.435,99.355,99.28,99.205,99.13,99.055
2017-07-19,100.325,100.31,100.285,100.24,100.185,100.125,100.06,99.99,99.925,99.85,99.78,99.7,99.62,99.535,99.455,99.375,99.3,99.22,99.14,99.065
2017-07-20,100.33,100.31,100.285,100.245,100.185,100.12,100.055,99.99,99.925,99.85,99.78,99.7,99.62,99.54,99.46,99.38,99.305,99.225,99.15,99.075
2017-07-21,100.325,100.315,100.295,100.255,100.205,100.145,100.085,100.02,99.96,99.89,99.82,99.745,99.665,99.585,99.505,99.425,99.35,99.275,99.2,99.125
2017-07-24,100.33,100.315,100.295,100.26,100.21,100.155,100.095,100.03,99.97,99.9,99.83,99.755,99.68,99.6,99.52,99.445,99.37,99.29,99.215,99.14
