,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0,0.0011908333333333432,0.001259999999999983,0.0013501149425287195,0.0014414080459769958,0.0015129310344827477,0.0016219540229885224,0.0017077011494253183,0.001794942528735562,0.0018812643678160347,0.0019793678160919073,0.002009022988505717,0.0020414367816090906,0.0020378160919539852,0.0020208908045976468,0.0020078448275861528,0.002024051724137926,0.0020426149425286874,0.002032241379310347
1,0.001259999999999983,0.0013558620689654674,0.0014598275862068542,0.0015565517241378942,0.0016301724137930797,0.001741724137931042,0.0018256896551724314,0.001908965517241294,0.001995517241379242,0.0020906896551723623,0.0021158620689654783,0.0021449999999998853,0.0021384482758620145,0.0021234482758619917,0.0021118965517240556,0.0021294827586206414,0.002151551724137831,0.0021449999999999508
2,0.0013501149425287195,0.0014598275862068542,0.001587816091953978,0.0017047126436781194,0.0017956896551723832,0.0019280459770114882,0.002029367816091952,0.0021291954022987294,0.0022316666666665685,0.002341321839080376,0.0023720114942528017,0.0024077011494251276,0.0024018390804596743,0.002385574712643574,0.0023753448275860966,0.002392758620689588,0.0024155747126435637,0.002406551724137873
3,0.0014414080459769958,0.0015565517241378942,0.0017047126436781194,0.0018477298850574433,0.0019629310344827498,0.0021242528735632444,0.00225540229885062,0.002384885057471188,0.0025137356321838647,0.0026471839080459522,0.002692356321839069,0.0027377011494251775,0.0027358045977011083,0.002718591954022932,0.0027112931034482058,0.0027318103448275527,0.00275410919540221,0.002738275862068929
4,0.0015129310344827477,0.0016301724137930797,0.0017956896551723832,0.0019629310344827498,0.0021086206896551883,0.002301724137931095,0.002468965517241462,0.0026327586206896115,0.002792241379310342,0.0029517241379310544,0.0030129310344827924,0.0030672413793102764,0.0030698275862069114,0.003052586206896555,0.0030474137931034507,0.0030724137931034874,0.0030905172413793086,0.003066379310344886
5,0.0016219540229885224,0.001741724137931042,0.0019280459770114882,0.0021242528735632444,0.002301724137931095,0.0025412643678162043,0.002756666666666811,0.002965977011494268,0.0031647126436782228,0.0033597126436782504,0.0034412643678161914,0.0035071264367815933,0.0035159195402299703,0.0034990804597701854,0.0034977586206897233,0.0035306896551725218,0.0035471839080460366,0.0035143103448277003
6,0.0017077011494253183,0.0018256896551724314,0.002029367816091952,0.00225540229885062,0.002468965517241462,0.002756666666666811,0.0030340229885059185,0.0032948850574713072,0.003540632183908135,0.0037780459770116142,0.0038859770114943715,0.003966839080459771,0.003987873563218511,0.0039748850574713515,0.003981724137931124,0.0040260344827587466,0.004039195402298926,0.003996724137931156
7,0.001794942528735562,0.001908965517241294,0.0021291954022987294,0.002384885057471188,0.0026327586206896115,0.002965977011494268,0.0032948850574713072,0.0036085057471263306,0.003897183908045911,0.004173218390804559,0.004307356321839024,0.0044025287356320025,0.004433735632183864,0.0044235057471263585,0.004436551724137861,0.004491034482758585,0.004501781609195324,0.004450517241379275
8,0.0018812643678160347,0.001995517241379242,0.0022316666666665685,0.0025137356321838647,0.002792241379310342,0.0031647126436782228,0.003540632183908135,0.003897183908045911,0.004227126436781577,0.004538678160919552,0.004694885057471249,0.004804195402298707,0.004844195402298861,0.004837528735632158,0.004857586206896544,0.004920862068965537,0.004930287356321823,0.0048708620689655435
9,0.0019793678160919073,0.0020906896551723623,0.002341321839080376,0.0026471839080459522,0.0029517241379310544,0.0033597126436782504,0.0037780459770116142,0.004173218390804559,0.004538678160919552,0.004890919540229946,0.005068333333333361,0.005195229885057377,0.005246609195402373,0.005244942528735673,0.005276896551724201,0.005351551724138025,0.0053651149425288,0.005304137931034583
10,0.002009022988505717,0.0021158620689654783,0.0023720114942528017,0.002692356321839069,0.0030129310344827924,0.0034412643678161914,0.0038859770114943715,0.004307356321839024,0.004694885057471249,0.005068333333333361,0.005265402298850543,0.005404540229884895,0.0054650574712643675,0.005469770114942476,0.0055106896551723695,0.005594482758620662,0.005610114942528674,0.005547931034482722
11,0.0020414367816090906,0.0021449999999998853,0.0024077011494251276,0.0027377011494251775,0.0030672413793102764,0.0035071264367815933,0.003966839080459771,0.0044025287356320025,0.004804195402298707,0.005195229885057377,0.005404540229884895,0.0055598850574709695,0.00563022988505735,0.005643218390804441,0.005695862068965373,0.005787758620689541,0.0058108045977010095,0.0057541379310343714
12,0.0020378160919539852,0.0021384482758620145,0.0024018390804596743,0.0027358045977011083,0.0030698275862069114,0.0035159195402299703,0.003987873563218511,0.004433735632183864,0.004844195402298861,0.005246609195402373,0.0054650574712643675,0.00563022988505735,0.005711954022988563,0.005733390804597722,0.005797068965517276,0.0058977586206897265,0.00592666666666671,0.0058753448275862714
13,0.0020208908045976468,0.0021234482758619917,0.002385574712643574,0.002718591954022932,0.003052586206896555,0.0034990804597701854,0.0039748850574713515,0.0044235057471263585,0.004837528735632158,0.005244942528735673,0.005469770114942476,0.005643218390804441,0.005733390804597722,0.00577152298850573,0.005849741379310346,0.00596491379310348,0.006004626436781619,0.0059618965517241685
